Price,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,GETN3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA,ALLD3.SA,BMOB3.SA,DTCY3.SA,ENJU3.SA,GETN3.SA,INTB3.SA,LWSA3.SA,NEXP3.SA,NGRD3.SA,POSI3.SA,SYNE3.SA,TOTS3.SA,TRAD3.SA,VSTE3.SA,WEGE3.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20,,5.141149520874023,12.245092391967773,4.989999771118164,1.5399999618530273,,19.88661766052246,5.445494174957275,4.840000152587891,27.99409294128418,7.502687931060791,3.327186107635498,30.536968231201172,5.249999046325684,15.452204704284668,33.66813278198242,5.216865936879551,12.283328396067777,4.989999771118164,1.559999942779541,,20.0136566559963,5.524129395451507,4.840000152587891,27.99409294128418,7.502687931060791,3.364154983189312,30.576308222076907,5.529998779296875,16.36936789827509,33.805673429111664,5.035146538466286,11.881849897208621,4.989999771118164,1.5199999809265137,,19.212328886608976,5.337370512426264,4.840000152587891,26.744356649262564,6.9204181394675865,3.297611148216977,29.79936028478729,5.039999008178711,15.452204704284668,32.67586883163311,5.035146538466286,12.025234684679072,4.989999771118164,1.5199999809265137,,19.329597228822347,5.51430022724117,4.840000152587891,26.744356649262564,6.968145343183226,3.3567610670540184,29.99605648749793,5.179998874664307,15.98057109805614,32.85270787728543,12900.0,166900.0,0,216700.0,,2227700.0,6909900.0,100,9108.0,1742800,739300,6852300,67271.0,14100.0,8284100
2024-02-21,,5.201722145080566,12.445832252502441,4.989999771118164,1.600000023841858,,20.062519073486328,5.288223743438721,4.940000057220459,26.994304656982422,7.550414562225342,3.401123523712158,30.536968231201172,5.529998779296875,14.85405445098877,35.98667526245117,5.216865426801039,12.484068258479876,4.989999771118164,1.600000023841858,,20.199330584989358,5.435665016480878,4.96999979019165,28.493988249037002,7.626777722854825,3.401123523712158,30.654986327994358,5.739998817443848,15.312636047567764,35.98667526245117,5.171435581639622,12.14950252246359,4.989999771118164,1.5299999713897705,,19.63253764086917,5.2095885228036725,4.78000020980835,26.744357391639994,7.378597450809007,3.297611165213804,30.13374270389497,5.109999179840088,14.85405445098877,34.8863429130376,5.216865426801039,12.245092993216328,4.989999771118164,1.5399999618530273,,19.847527425219223,5.425835379550055,4.889999866485596,27.99409371835214,7.502687814412086,3.364155000529124,30.438622005679864,5.109999179840088,15.262790986573158,35.23019817761701,12700.0,227100.0,0,565500.0,,570400.0,7285000.0,900,21556.0,1202800,270200,3345100,265328.0,6500.0,23108000
2024-02-22,,5.232008934020996,12.6083345413208,4.989999771118164,1.600000023841858,,20.619539260864258,5.425835609436035,4.829999923706055,26.994304656982422,7.913140296936035,3.349367618560791,31.254907608032227,5.879999160766602,14.355595588684082,34.847049713134766,5.322868989304213,12.6083345413208,4.989999771118164,1.600000023841858,,20.648854947893017,5.435665246783329,4.929999828338623,27.49419918766728,7.913140296936035,3.4011236230408204,31.372923827292315,5.879999160766602,14.844085340741511,36.143866555644884,5.1714358045284055,12.29288726542518,4.989999771118164,1.559999942779541,,20.06251884031344,5.278394330146972,4.829999923706055,26.744357391639994,7.474051653365128,3.3123987417367653,30.497629677083058,5.3199992179870605,14.355595588684082,34.326355433309814,5.1714358045284055,12.445832200311855,4.989999771118164,1.5700000524520874,,20.121152078287995,5.347200385469309,4.929999828338623,26.994304656982422,7.569505607367422,3.4011236230408204,30.81234209622194,5.389998912811279,14.664640086894556,35.908079971688224,16200.0,181100.0,0,433400.0,,938200.0,6118600.0,1200,28920.0,1550000,424500,5913300,295271.0,1500.0,12996800
2024-02-23,,5.232008934020996,12.570097923278809,4.989999771118164,1.6699999570846558,,20.697717666625977,5.357029438018799,4.760000228881836,27.244251251220703,7.369051933288574,3.3641550540924072,31.0090389251709,5.94999885559082,14.216028213500977,35.34809494018555,5.292582063513587,12.656129160081708,4.989999771118164,1.6699999570846558,,20.805213490205205,5.435665128984277,4.860000133514404,27.244251251220703,7.922685766072008,3.3641550540924072,31.835158104252674,6.159998893737793,14.355595902222618,35.74107137411765,5.2092941909834405,12.41715390745954,4.989999771118164,1.5800000429153442,,20.23841868509076,5.317711826887508,4.760000228881836,26.74435673284968,7.369051933288574,3.2828237376966696,30.950028938509753,5.669999122619629,14.176151595189998,34.75863403698842,5.2092941909834405,12.608333927233627,4.989999771118164,1.590000033378601,,20.619539394182095,5.40617668628436,4.800000190734863,26.994303992035192,7.922685766072008,3.3493675740714854,31.461437567902205,5.739998817443848,14.355595902222618,34.87652546808764,2700.0,164400.0,0,485800.0,,1237600.0,2935800.0,2800,10036.0,1140500,219900,3076400,113100.0,2400.0,8754900
2024-02-26,,5.232008934020996,12.474508285522461,5.199999809265137,1.6699999570846558,,20.951797485351562,5.425835609436035,4.840000152587891,26.74435806274414,7.397688388824463,3.4676673412323,30.999202728271484,5.529998779296875,13.976768493652344,36.22772216796875,5.232008934020996,12.589216296617456,5.199999809265137,1.690000057220459,,21.09838151296546,5.4946416647583725,4.860000133514404,27.244252605973003,7.540869545446684,3.4676673412323,31.45160135350294,5.879999160766602,14.335658058194825,36.54472682027033,5.156292522155257,12.34068181676918,5.199999809265137,1.6399999856948853,,20.521816055622697,5.317711942130334,4.840000152587891,26.49441079112971,7.273598022741182,3.334580023845957,30.950027741289404,5.529998779296875,13.737507833223782,35.32623947942485,5.201722369274701,12.541421064089983,5.199999809265137,1.659999966621399,,20.71726266838592,5.347200385469309,4.860000133514404,27.244252605973003,7.388142765974819,3.334580023845957,31.0090377256679,5.809998989105225,14.136274966782334,35.53427307393647,7000.0,156100.0,100,407800.0,,1325600.0,3405100.0,200,17236.0,617000,445400,2013400,58314.0,1300.0,8763800
2024-02-27,,5.413728713989258,13.01937198638916,5.199999809265137,1.7300000190734863,,21.469728469848633,5.563446998596191,4.760000228881836,26.74435806274414,7.817685604095459,5.922391414642334,30.743499755859375,5.809998989105225,14.554980278015137,36.614078521728516,5.413728713989258,13.105403225392026,5.199999809265137,1.7300000190734863,,21.77267091490336,5.612594245693786,4.829999923706055,26.99430533435857,7.87495842957895,5.922391414642334,31.333586494380487,5.809998989105225,14.554980278015137,36.73295812386637,5.239580785196507,12.464949459057657,5.199999809265137,1.659999966621399,,21.108154648730153,5.416006194709176,4.760000228881836,26.74435806274414,7.426324634467425,3.38633601150418,30.645151653466854,5.3199992179870605,13.936891253932075,35.91072454788715,5.239580785196507,12.464949459057657,5.199999809265137,1.659999966621399,,21.108154648730153,5.4848117782023476,4.829999923706055,26.74435806274414,7.426324634467425,3.4602734097236616,31.19589840069734,5.599998950958252,13.936891253932075,36.277260540326495,24300.0,264600.0,0,806600.0,,1470100.0,6571200.0,1000,11572.0,1057600,739000,3407100,236971.0,1300.0,5350600
2024-02-28,,5.338012218475342,13.01937198638916,5.599999904632568,1.7300000190734863,,21.772668838500977,5.465153217315674,4.710000038146973,27.244251251220703,7.521778583526611,5.804091453552246,30.3304386138916,6.509998798370361,14.006675720214844,36.564544677734375,5.413728629586442,13.057607991321738,5.599999904632568,1.7300000190734863,,21.929025372816643,5.5929356905171055,4.75,27.244251251220703,7.808140890246387,5.907603815136858,30.64515103452418,6.509998798370361,14.305750832711768,36.70323375816835,5.262295446319913,12.875987195796561,5.199999809265137,1.690000057220459,,21.235191620863574,5.396347162045002,4.710000038146973,26.74435673284968,7.435869800478611,5.523128976689816,30.064899305545115,5.669999122619629,14.006675720214844,36.26735325123385,5.4061568079531686,12.904663971591429,5.199999809265137,1.690000057220459,,21.45995390595273,5.514300466609426,4.75,26.994303992035192,7.798595267614235,5.870635290851595,30.48779482420789,5.809998989105225,14.305750832711768,36.5546399344151,18900.0,118000.0,200,236400.0,,1351200.0,5903800.0,1400,21428.0,831900,4203100,2046000,354642.0,1100.0,3790300
2024-02-29,,5.7090229988098145,12.88554573059082,5.599999904632568,1.7300000190734863,,20.717262268066406,5.474982738494873,4.730000019073486,29.24382972717285,7.626777648925781,5.767122745513916,30.18291664123535,6.509998798370361,14.216028213500977,36.34659957885742,5.7393095642376375,13.048048982198955,5.599999904632568,1.7300000190734863,,22.10492797290372,5.642082351401947,4.730000019073486,30.743513302925304,7.8654127511599095,5.892816147152555,30.76316835560448,6.999999046325684,14.216028213500977,36.74285730129486,5.285010721775946,12.837751407332895,5.599999904632568,1.6799999475479126,,20.33614156693422,5.376688241992847,4.730000019073486,26.99430436354417,7.416778959230296,5.626641511558739,29.93704733432755,6.22999906539917,14.05652174025706,36.227723773723675,5.398585522652454,13.009812976621644,5.599999904632568,1.7200000286102295,,21.860620643628963,5.416006321815394,4.730000019073486,27.24425162616958,7.474051329147247,5.767122745513916,30.22225475490695,6.439999103546143,14.05652174025706,36.41594411343492,83200.0,223400.0,0,328400.0,,4455300.0,7353400.0,600,81636.0,1160100,2261200,7009900,124328.0,300.0,7661800
2024-03-01,,5.497016906738281,12.923782348632812,5.599999904632568,1.7899999618530273,,20.521814346313477,5.651911735534668,4.75,27.99409294128418,7.827231407165527,5.8336663246154785,30.645151138305664,6.509998798370361,14.255905151367188,36.94098663330078,5.75445270659571,13.076726367401774,5.599999904632568,1.7999999523162842,,20.873617474417966,5.740376590945348,4.75,29.993671008518763,8.056320893739183,5.885422680895389,30.792672351497526,6.999999046325684,14.295781770572027,37.22827329677951,5.4894450850438385,12.847309427630073,5.599999904632568,1.7000000476837158,,20.47295362915091,5.484811661404661,4.710000038146973,27.744145682879857,7.655414747395635,5.4861603683398865,30.32060371894997,6.439999103546143,14.225997924646958,36.42585309916458,5.75445270659571,12.875987114862948,5.599999904632568,1.7400000095367432,,20.707488426581612,5.484811661404661,4.71999979019165,29.74372375011444,7.655414747395635,5.707972568336647,30.32060371894997,6.439999103546143,14.225997924646958,36.435757841804566,24200.0,243000.0,0,828500.0,,1114500.0,6343400.0,1900,28884.0,1737600,1855400,4182000,177014.0,700.0,6122500
2024-03-04,,5.353155612945557,12.541420936584473,5.690000057220459,1.8700000047683716,,20.854074478149414,5.543788433074951,4.710000038146973,27.99409294128418,7.951321601867676,5.767122745513916,30.251760482788086,6.22999906539917,14.445318222045898,36.79239273071289,5.527303542674884,13.028930662495494,6.0,1.8899999856948853,,20.990885990696192,5.69122971203659,4.829999923706055,28.99388197490147,8.018139139764163,5.7893037888660706,30.85168220650066,6.859999179840088,14.445318222045898,37.079679423004066,5.353155612945557,12.541420936584473,5.690000057220459,1.7300000190734863,,20.463183110932153,5.445494403334827,4.679999828338623,27.49419842447553,7.798595280778176,5.634035075155681,30.251760482788086,6.22999906539917,14.285811752214647,36.32679042106817,5.451586768931784,13.028930662495494,5.699999809265137,1.7999999523162842,,20.639084692159187,5.65191210014054,4.829999923706055,28.244040199688502,7.836776861050551,5.767122745513916,30.645151008241417,6.579998970031738,14.285811752214647,36.87164579575631,15700.0,199300.0,300,990200.0,,1499100.0,4718700.0,5100,18284.0,796500,388900,3044600,88342.0,900.0,4485100
2024-03-05,,5.360727310180664,12.990694999694824,5.690000057220459,1.809999942779541,,21.207609176635742,5.740376949310303,4.650000095367432,28.244041442871094,7.894049644470215,5.914997577667236,29.937047958374023,6.299999237060547,14.45528793334961,37.07967758178711,5.497017220095178,13.287023805206935,5.690000057220459,1.8899999856948853,,21.345576289901324,5.828841341540835,4.789999961853027,28.99388325108891,8.12313912488127,5.981541413235618,30.56647279691168,6.509998798370361,15.053438159160955,37.19855339445523,5.345584026972868,12.455390027710967,5.690000057220459,1.7599999904632568,,20.695157213562243,5.494641641120004,4.650000095367432,27.994094173465157,7.836776819207113,5.663610067796753,29.848534855975416,6.159998893737793,14.086428976034924,36.574448764708166,5.3531558490989415,12.455390027710967,5.690000057220459,1.8700000047683716,,20.96123825742667,5.543788421536322,4.789999961853027,28.244041442871094,7.951321559412641,5.700578943681705,30.232090382480052,6.369998931884766,14.255904841657019,36.79239090376135,18000.0,369900.0,100,624000.0,,553000.0,7812400.0,800,19176.0,1030700,871200,2535500,58014.0,2500.0,6135700
2024-03-06,,5.413728713989258,12.990694999694824,5.699999809265137,1.75,,21.17804527282715,5.701059341430664,4.739999771118164,27.494199752807617,8.018138885498047,6.23292875289917,30.684490203857422,6.369998931884766,14.046552658081055,36.78248977661133,5.489445126280816,13.1245205589771,5.699999809265137,1.8799999952316284,,21.4835447048515,5.799353371034041,4.809999942779541,29.49377791664817,8.113593288312334,6.23292875289917,30.832011412601805,6.439999103546143,14.574918100048873,37.188652307234,5.413728713989258,12.895104533106126,5.699999809265137,1.7300000190734863,,20.98094965331446,5.632253286356849,4.610000133514404,27.244252482327546,7.865412569251707,5.855847498390666,29.848534186527324,6.159998893737793,14.046552658081055,36.68342344048731,5.444015278905881,13.067167008318481,5.699999809265137,1.7899999618530273,,21.207610461601526,5.799353371034041,4.800000190734863,28.493988834727894,7.894049436288384,5.855847498390666,30.084568495685126,6.299999237060547,14.455288242475042,37.0499632156547,11500.0,336700.0,100,592200.0,,473600.0,5077100.0,3700,31652.0,747500,766200,4797100,59857.0,1300.0,4409400
2024-03-07,,5.421300411224365,13.048048973083496,5.699999809265137,1.7300000190734863,,20.764141082763672,5.642082214355469,4.679999828338623,26.994304656982422,7.827231407165527,6.1220221519470215,29.58299446105957,6.159998893737793,14.345627784729004,36.55463790893555,5.481873543700382,13.086284978634094,5.699999809265137,1.7699999809265137,,21.23717280364715,5.779694318634542,4.679999828338623,27.744146453009712,8.084957762301416,6.439953489933367,30.71399287965964,6.439999103546143,14.345627784729004,36.76267151805944,5.3910138449863565,12.847309716038291,5.699999809265137,1.7200000286102295,,20.764141082763672,5.583105799108531,4.610000133514404,26.744357391639994,7.741322622120231,5.922391355044012,29.04208274480899,6.089999198913574,14.116336511211541,36.178193440763394,5.413728950187037,13.076726660960155,5.699999809265137,1.7699999809265137,,21.04007719310952,5.701059098305291,4.659999847412109,27.744146453009712,8.056320893739183,6.22553486097395,30.566471673030744,6.299999237060547,14.116336511211541,36.65370045261536,13500.0,967400.0,0,376200.0,,440500.0,3225100.0,900,15484.0,645900,564400,6562300,28885.0,2300.0,3489600
2024-03-08,,5.345583915710449,13.095844268798828,5.699999809265137,1.7300000190734863,,21.089351654052734,5.632253170013428,4.610000133514404,27.244251251220703,7.922685623168945,6.269896984100342,29.63216781616211,6.159998893737793,14.206058502197266,36.57444763183594,5.421300330173476,13.200993968265442,5.699999809265137,1.7999999523162842,,21.089351654052734,5.799353251238893,4.619999885559082,27.494198510406214,8.008594406133438,6.380803609813539,29.8682039997193,6.22999906539917,14.385503755933442,36.79238976413849,5.338012454786319,12.904664240157194,5.699999809265137,1.7000000476837158,,20.202416664237916,5.514300336925886,4.599999904632568,26.49440947366417,7.626777694104656,6.048085142919242,29.278117292494187,6.019999027252197,14.116335875329177,36.21782020487789,5.383442303464134,13.028931486678827,5.699999809265137,1.7200000286102295,,20.596609784193273,5.563447116360914,4.619999885559082,26.74435673284968,7.78904963741077,6.092447229106403,29.297787287096273,6.22999906539917,14.325688354443532,36.50510309501128,9500.0,143800.0,0,594800.0,,694500.0,7231600.0,2800,16396.0,730200,614400,2502200,18471.0,1600.0,2724400
2024-03-11,,5.330440521240234,13.124520301818848,5.630000114440918,1.7300000190734863,,20.951383590698242,5.671570777893066,4.599999904632568,26.74435806274414,7.941776275634766,6.521284580230713,29.710845947265625,6.089999198913574,13.807292938232422,36.81220245361328,5.368298908201462,13.153197988204505,5.630000114440918,1.8300000429153442,,21.306158322549585,5.740376831507371,4.679999828338623,27.244252605973003,7.999049103341294,6.580434499384347,29.76985593112855,6.22999906539917,14.146243725876076,36.98061331112307,5.239580825786493,13.028930748721356,5.630000114440918,1.690000057220459,,20.70501266683725,5.553617944871026,4.599999904632568,26.49441079112971,7.76995961315661,6.232928900637412,29.317455434015784,6.019999027252197,13.807292938232422,36.306977439071446,5.3228690604745905,13.095843527051423,5.630000114440918,1.7000000476837158,,21.09920576908264,5.602764724278762,4.599999904632568,27.244252605973003,7.884504358248952,6.2625038602142284,29.317455434015784,6.159998893737793,14.146243725876076,36.33669544610515,11600.0,161100.0,100,535200.0,,787700.0,5823500.0,2300,18764.0,431500,550100,3491100,19757.0,5300.0,3755200
2024-03-12,,5.3910136222839355,13.210552215576172,5.630000114440918,1.850000023841858,,21.572237014770508,5.779694557189941,4.570000171661377,27.7441463470459,8.056321144104004,6.469528675079346,30.694324493408203,5.94999885559082,14.255905151367188,37.25799560546875,5.459158574026565,13.210552215576172,5.630000114440918,1.8700000047683716,,21.828462995479576,5.789523725785352,4.599999904632568,27.994093611433698,8.142229931819072,6.5804345988887825,30.93036068738193,6.159998893737793,14.455288247391385,37.52546903555598,5.285010644829883,13.067167422763708,5.630000114440918,1.7100000381469727,,20.98094831430752,5.563447223656065,4.570000171661377,26.744357289494694,7.808141314430253,6.35862275126991,29.61250100422635,5.809998989105225,13.74747754345529,36.802301811539785,5.330440492310191,13.143639433812792,5.630000114440918,1.7300000190734863,,21.030221746125786,5.701059333615042,4.599999904632568,26.994304553882493,8.008594848991835,6.506497551390047,29.828865326895915,6.089999198913574,14.036583270373773,36.871646355007485,20900.0,202800.0,0,940200.0,,2135700.0,6511000.0,1100,22808.0,1004000,831200,3167500,40242.0,10800.0,5878500
2024-03-13,,5.3910136222839355,13.210552215576172,5.630000114440918,1.809999942779541,,21.89744758605957,5.799353122711182,4.570000171661377,26.994304656982422,8.094502449035645,6.34383487701416,30.684490203857422,5.94999885559082,13.946860313415527,37.66415786743164,5.4440152915331295,13.287024226625256,5.630000114440918,1.850000023841858,,22.3507710747731,5.868158706135902,4.650000095367432,27.99409371835214,8.132684940330256,6.506497508638864,31.028705732316336,6.019999027252197,14.435349124937817,37.80284695342785,5.383442161559384,13.095844199002544,5.630000114440918,1.7699999809265137,,21.375142417339166,5.701059097316663,4.559999942779541,26.744357391639994,7.989503328937551,6.284684957354751,30.47795901094813,5.809998989105225,13.946860313415527,37.14902427730702,5.3910136222839355,13.200993897908745,5.630000114440918,1.850000023841858,,21.424415851484515,5.730547070583577,4.650000095367432,27.49419918766728,8.018139287087813,6.439953672741364,30.694323325384296,5.94999885559082,13.976768490170128,37.198555553877924,23300.0,126000.0,0,555600.0,,1192300.0,6584600.0,800,21400.0,558300,461700,2012500,15400.0,6500.0,4603100
2024-03-14,,5.40615701675415,13.01937198638916,5.630000114440918,1.7599999904632568,,21.424415588378906,5.701059341430664,4.550000190734863,27.494199752807617,8.037230491638184,6.395590782165527,30.487794876098633,5.739998817443848,14.05652141571045,37.43630599975586,5.527303640255262,13.277465703397757,5.630000114440918,1.850000023841858,,22.202948620009526,5.819012176954716,4.610000133514404,27.744147023287685,8.113593653195545,6.462134617040563,30.95986350785097,6.019999027252197,14.05652141571045,37.69387087111157,5.36829899025858,12.952459205661716,5.630000114440918,1.659999966621399,,21.28644847073743,5.642082454965735,4.550000190734863,26.744357941367408,7.970412952855665,6.262503817538106,30.291098674951495,5.739998817443848,13.976768180929888,37.23817714079334,5.4515868651754396,13.277465703397757,5.630000114440918,1.8200000524520874,,22.06497962270705,5.799353371034041,4.610000133514404,26.99430521184748,8.084957695191708,6.269897028539937,30.576307979031444,5.94999885559082,13.976768180929888,37.33723968077777,15000.0,184200.0,0,1080500.0,,888400.0,5994200.0,1000,18420.0,469800,624100,5137100,46442.0,200.0,4046200
2024-03-15,,5.421300411224365,12.579657554626465,5.630000114440918,1.690000057220459,,20.971094131469727,5.563446998596191,4.690000057220459,27.244251251220703,7.645869255065918,6.395590782165527,30.47795867919922,5.809998989105225,14.05652141571045,37.64434051513672,5.451586977462373,13.1245208563187,5.630000114440918,1.7699999809265137,,21.670786666868818,5.701059102988303,4.690000057220459,28.244040287962747,8.065866654287491,6.513891324789287,30.753332974802877,5.879999160766602,14.05652141571045,38.4665739771475,5.3985856670680334,12.579657554626465,5.630000114440918,1.690000057220459,,20.744431448481766,5.465152973103886,4.619999885559082,26.994303992035192,7.645869255065918,6.306865904039697,30.458288684691688,5.669999122619629,13.897013995415774,37.19855151639556,5.451586977462373,12.99069529400455,5.630000114440918,1.7599999904632568,,21.473691051669263,5.701059102988303,4.630000114440918,27.494198510406214,8.037230695557108,6.351228695663938,30.733662980295346,5.879999160766602,14.016644798320169,37.80284285035649,10400.0,242500.0,0,327800.0,,1119200.0,14126700.0,1200,15644.0,859300,318000,4284200,29571.0,1100.0,9875600
2024-03-18,,5.413728713989258,12.61789321899414,5.630000114440918,1.6200000047683716,,20.62617301940918,5.710888385772705,4.550000190734863,26.74435806274414,7.827231407165527,6.30686616897583,29.573162078857422,5.389998912811279,13.956830024719238,37.64434051513672,5.436443457154559,12.818632468661654,5.630000114440918,1.7300000190734863,,20.990800915958445,5.750205996758519,4.610000133514404,27.494199877587434,7.941776150452355,6.506497681986973,30.50746626317979,5.879999160766602,14.445318847408348,37.80284285035649,5.368298866614323,12.560539668585278,5.630000114440918,1.6200000047683716,,20.251688181175954,5.553617941829451,4.550000190734863,26.74435806274414,7.59814192059187,6.1811724100701495,29.504318968065387,5.389998912811279,13.77738476302381,37.327335844697174,5.421300174696247,12.58921644378971,5.630000114440918,1.7000000476837158,,20.971092671573185,5.583105915717364,4.559999942779541,27.244252605973003,7.655414747395635,6.395591050828777,30.46812627082201,5.809998989105225,14.445318847408348,37.59480924394187,6400.0,238800.0,0,412500.0,,721500.0,5904800.0,1200,10304.0,982100,391500,3003400,89871.0,15400.0,5536500
2024-03-19,,5.527303695678711,12.809073448181152,5.630000114440918,1.6299999952316284,,20.665592193603516,5.779694557189941,4.590000152587891,27.244251251220703,8.24722957611084,6.38080358505249,29.602664947509766,5.389998912811279,13.807292938232422,38.39723205566406,5.527303695678711,12.809073448181152,5.630000114440918,1.7100000381469727,,20.6951573808255,5.819012168977391,4.889999866485596,27.244251251220703,8.266319911189443,6.484316294291924,29.878037370904813,5.459999084472656,14.156213118353898,38.57554768484935,5.330440656168131,12.550980643904463,5.630000114440918,1.5800000429153442,,20.143287043641887,5.6617417218275925,4.539999961853027,26.49440947366417,7.865412861011235,6.25510983280555,29.130596328117733,4.969998836517334,13.787354153276773,37.664160050341785,5.413728892964479,12.637011882536115,5.630000114440918,1.6399999856948853,,20.64588394844982,5.720718139508767,4.550000190734863,26.994303992035192,8.018139182922802,6.321653666950711,29.760021153973778,5.459999084472656,14.016645426598746,37.743409341649475,30600.0,77600.0,0,505700.0,,939300.0,6228500.0,14600,11524.0,1331200,388000,3028400,104100.0,21500.0,8934600
2024-03-20,,5.754452705383301,13.057607650756836,4.5,1.649999976158142,,21.18790054321289,5.83867073059082,4.610000133514404,27.244251251220703,8.132684707641602,6.536072254180908,30.163246154785156,5.739998817443848,13.797323226928711,38.466575622558594,5.784739270066029,13.153198116404248,5.550000190734863,1.649999976158142,,21.18790054321289,5.848499898774995,4.619999885559082,27.494198510406214,8.371319809481028,6.573041129036666,30.173081152001217,5.739998817443848,14.275842646003579,38.605264699434116,5.512160187921475,12.656129153626893,4.5,1.590000033378601,,20.557191547139027,5.681400290020957,4.599999904632568,26.74435673284968,8.027684680227024,6.380803543884841,29.55348945822664,5.109999179840088,13.797323226928711,38.23872496312719,5.550018213252721,12.780396394321231,5.550000190734863,1.6200000047683716,,20.67544854407234,5.779694315377122,4.599999904632568,26.74435673284968,8.256774159515913,6.432559545609317,29.789525639744326,5.389998912811279,13.946860307706213,38.5458249040615,64700.0,147700.0,1200,259100.0,,657800.0,7427600.0,700,10992.0,1023800,433600,2162900,122614.0,8300.0,4640600
2024-03-21,,6.057318687438965,13.17231559753418,4.5,1.6399999856948853,,20.9415283203125,5.946794509887695,4.610000133514404,27.494199752807617,8.323593139648438,6.506497383117676,30.487794876098633,6.159998893737793,14.15621280670166,39.06095886230469,6.057318687438965,13.287023608773842,4.5,1.649999976158142,,21.266737861394443,6.163041369927751,4.610000133514404,27.744147023287685,8.524046674432748,6.550859469445082,30.822177292548368,6.159998893737793,14.265874220076311,39.49683936254131,5.557590011259435,13.000254036483803,4.5,1.5800000429153442,,20.87254476306193,5.789523597519307,4.610000133514404,26.99430521184748,7.874958864593891,6.425165716313016,30.123907466726624,5.599998950958252,13.956829715202623,38.38732295712466,5.754452680858151,13.019371582547961,4.5,1.649999976158142,,21.18789924172794,6.005770926262256,4.610000133514404,27.244252482327546,8.25677468783985,6.528678426281379,30.163247457289653,5.599998950958252,13.99670633350243,38.42694948778089,81900.0,485900.0,100,422600.0,,372100.0,18142600.0,0,9444.0,2748700,278900,1992800,85471.0,10100.0,9309100
2024-03-22,,6.473759651184082,13.124520301818848,4.5,1.6399999856948853,,20.655738830566406,5.730546951293945,4.550000190734863,27.244251251220703,8.399955749511719,6.388197422027588,30.01572608947754,6.019999027252197,14.046552658081055,39.36805725097656,7.079491679275861,13.17231553417671,4.5,1.6399999856948853,,21.05978890386463,5.907476662023915,4.570000171661377,27.744145769591725,8.58131802599506,6.543466131403619,30.37961162113805,6.369998931884766,14.156213123173668,39.645435396623085,6.4056146987365645,12.933340284005633,4.5,1.600000023841858,,20.458643205187467,5.661741369301513,4.550000190734863,26.74435673284968,8.209047850497498,6.210746964795956,29.57316057709693,5.879999160766602,14.036583265599836,38.94208151073722,6.587334090537495,13.162757216999724,4.5,1.6399999856948853,,21.05978890386463,5.897647025337639,4.570000171661377,27.744145769591725,8.247229430300342,6.543466131403619,30.1239073112997,6.019999027252197,14.056522050562272,39.0213307899246,533300.0,114400.0,0,70300.0,,567700.0,10526700.0,4000,8236.0,1413500,320500,1850800,73271.0,3000.0,5473300
